tfidf_top_terms
"they, choice dipping, delivers, breading delivers, contrast making, nuggets made, heat balanced, sauces they"
"added spice, diced onions, include melted, onions offering, salsa hot, seasoned beans, offering creamy, bean"
"browns dish, adding creamy, own omelette, jack cheddar, omelette, creamy savory, taste range, range"
"american flavors, snack meal, taste garlic, tender potatoes, fusion tex, warm tortilla, mex american, potatoes wrapped"
"pancakes, bacon, breakfast experience, pancake combo, pancakes possibly, evoking, create your, buttermilk pancakes"
"american flavors, including bell, flavors appealing, texture mix, embodies fusion, vegetables including, garlicky hints, chow"
"buttermilk, chicken, provides refreshing, gourmet, roma tomato, chicken filet, inspired dish, roma"
"salsa hot, item featuring, food item, texture balance, guacamole sour, layer, zesty aroma, all wrapped"
"chicken, basil, bread enhancing, chicken side, aromatic profile, balsamic, crusty, crusty bread"
"studded sweet, muffin, tea enhancing, golden have, snack pairs, tender buttery, crispy top, aroma sweet"
"coffee, chocolate, enjoyed coffee, shops, chocolate chunks, chunks creating, features cocoa, starbucks"
"juice, meal overall, blended create, peach, profile juice, orange juice, oranges, spicy mexican"
"caramel, syrup, chocolate, sweetness enjoyed, treat pairs, beverage topped, chocolate features, creating creamy"
"shake, whipped, chocolate, sweet indulgent, generous, choice enjoyed, dessert choice, shake evoke"
"shake, treat warm, smooth thick, cool, shake evoke, cool treat, texture both, profile topped"
"tofu, noodles, thai, alongside chewy, prominent, offering crunchy, featuring rice, vegetable"
"frappuccino, milk, drink pairs, creamy whole, frappuccino indulgent, campfire, graham cracker, cracker"
"sandwich, meal, balances salty, food choice, sandwich meal, crunch making, refreshing sprite, salty spicy"
"burger, meal, sweet notes, burger have, vegetarians, pickles accompanied, impossible whopper, based burger"
"refreshing aroma, bottled, other, citrus have, fizzy texture, beverage features, effervescence, cola"
"warm naan, chicken simmered, chicken curry, naan enhancing, creamy complemented, fluffy basmati, aromatic sauce, curry vibrant"
"tea, accompaniment spicy, smooth watery, watery, offering refreshing, sweeteners, have subtle, watery making"
"tea, cane sugar, bitterness tea, tea sweetened, sweet taste, complemented citrusy, cane, well fried"
"chicken, sweetfire chicken, dishes including, american dishes, bigger plate, own bigger, sweetfire, bigger"
"chicken, sweetfire chicken, dishes including, american dishes, bigger plate, own bigger, sweetfire, bigger"
"exterior sides, sauce flavors, creamy tahini, tahini garlic, garlic sauce, flavors savory, inspired dish, skewers"
"coffee, common american, well pastries, pastries cookies, smooth thick, cream, chocolaty aroma, bitter taste"
"creamy base, fudge, chocolate pistachio, pistachio, cup cone, day, warm day, create your"
"features breaded, spicy salty, mayonnaise offering, crisp lettuce, salty notes, breaded fried, heat soft, taste balances"
"berry, creamy base, refreshing dessert, warm weather, treat warm, weather, blueberries raspberries, cool"
"big, big mac, bacon, mac, patties crispy, flavors smokiness, smokiness bacon, beef patties"
"made freshly, freshly, well variety, five, tart flavors, liquid texture, liquid, lemons"
"cajun, indulgent meal, complemented aroma, cajun gravy, potatoes topped, creamy mashed, combination crispy, fries creamy"
"noodles, thai, lime, cilantro providing, chicken medley, alongside chewy, sour notes, wedges chili"
"offering comforting, cajun gravy, spicy fries, topped savory, potatoes topped, creamy mashed, gravy, apple"
"artisan, bacon, smokehouse, fries enhancing, profile refreshing, creamy sauces, crispy smoky, bacon smokehouse"
"mushrooms, ed mushrooms, textures flavors, flavor crispy, mushroom, scr, meal evoke, tea meal"
"aroma crispy, crispy seasoned, melt, roll dish, fries provides, texture making, soft hoagie, philly cheese"
"buttermilk, pancakes, eggs, buttermilk biscuit, grand, variety textures, own grand, buttery wheat"
"tea, bitterness tea, mint added, tea refreshing, subtle bitterness, added brightness, herbal, wedges mint"
"buttermilk, pancakes, diner fare, grand, slam, own grand, sweetness pancakes, buttery wheat"
"grilled, tuscan, garlicky aioli, diner fare, fare, toasted bun, texture enhancing, grilled perfection"
"bacon, meal, complemented smoky, creamy making, satisfying fast, food option, bacon melted, meal offers"
"pickles onions, includes, ketchup mustard, satisfying crispy, profile texture, cheese sesame, food burger, cheese american"
"ginger offer, textures tender, proteins chicken, beef grilled, onions jalape, chicken beef, tender crispy, accompanied dipping"
"chinese, garnished scallions, general, battered chicken, pieces stir, fried sweet, many, scallions"
"paneer, naan, yogurt side, featuring soft, paneer cheese, chutneys yogurt, cheese seasoned, subtle buttery"
"bacon, smokehouse, bacon smoky, refreshing sprite, patties, bacon smokehouse, patties crispy, indulgent meal"
"sweet sour, sour, featuring battered, flavors crispy, pineapple, pieces tossed, vinegar sugar, texture steamed"
"dish seasoned, profile crispy, condiments enhancing, tender marinated, salad accompanied, fries salad, chicken features, charred"
"breakfast, savory sausage, added texture, studded sweet, golden hash, breakfast features, bacon savory, pancakes studded"
"chocolate milk, milk, chocolate, desserts enhancing, well breakfast, comforting aroma, flavor have, desserts"
"pancakes, sweetness pancakes, breakfast experience, tuscan, butter enhancing, pancakes paired, enhancing buttery, seasoned herbs"
"teriyaki chicken, prominent, noodles crispy, variety textures, teriyaki, dish presents, tender grilled, garlic soy"
"bacon, chicken, crunchy vegetables, tomatoes all, super, smokiness bacon, chicken crunchy, ripe tomatoes"
"sweet spicy, american chinese, dish american, featuring battered, pieces tossed, paired vegetables, general, rice fried"
"chocolate, texture overall, enhancing creamy, indulgent dessert, warm accompanied, cream, aroma warm, cream enhancing"
"satisfying mix, cheese umami, golden hash, creamy crispy, peanut, textures creamy, creamy peanut, peanut butter"
"onions, onions seasoned, complemented aroma, californian, mixed vegetables, well sides, eggs mixed, featuring scrambled"
"pancakes, fruit flavors, enjoyed coffee, pancakes possibly, pancake combo, red velvet, velvet, pancakes crispy"
"spicy tangy, tender pieces, have chewy, chili paste, vibrant vegetables, pieces chicken, blend spicy, vegetables seasoned"
"cheddar, onions, melt, caramelized, profile sweetness, bacon cheddar, combining creamy, texture combining"
"curry, steamed vegetables, aroma rice, simmered fragrant, vegetables provides, fragrant curry, satisfying mix, cumin dish"
"bacon, crispy onion, seasoned savory, experience typical, satisfying indulgent, bacon melted, flavors accompanied, melted cheddar"
"grilled chicken, chicken, grilled, meal, diet coke, crunch making, umami spice, diet"
"peanuts, chicken, combination platter, chicken combination, chicken crunchy, ginger offer, texture chicken, rice side"
"platter, orange, sauce, chicken combination, umami spice, steamed vegetables, battered chicken, rice steamed"
"pepper, peppers, have juicy, ed bell, juicy slightly, slight sweetness, bread have, crusty"
"noodles tossed, pork, vibrant vegetables, side chili, added spice, shrimp pork, garnished scallions, proteins chicken"
"fried rice, soy sauce, soy, sauce, complemented garlic, has savory, shrimp chicken, crispy edge"
"they, popular breakfast, fluffy texture, eggs milk, made sweet, flavor buttery, featuring ingredients, cooked griddle"
"notes aroma, caramel citrus, well fried, dishes making, fizzy texture, palate, hints caramel, diet"
"they, smoky taste, ingredients seasoned, seasoned meats, remaining tender, dumplings made, appetizer asian, fried dumplings"
"noodles tossed, offering comforting, salad offering, garlic bread, grilled saut, parmesan cheese, tender pieces, flavor umami"
"fish, sauce reflects, calamari, fried fish, tender fish, wedges side, spices dish, accompanied garlicky"
"potatoes, potatoes deep, ketchup mayonnaise, flavor satisfying, cut potatoes, crunch enjoyed, fries evoke, food staple"
"nuggets, have juicy, choice dipping, mac sauce, adds tangy, mac, sauce adds, food option"
"roll, sauce reflects, exterior sides, umami saltiness, chicken combined, reflects fusion, fusion american, cheesesteak"
"they, japanese cuisine, smoky taste, fried dumplings, offer chewy, balances salty, meat vegetables, ground meat"
"teriyaki, shrimp, meal enjoyed, japanese, mixed vegetables, texture overall, teriyaki chicken, overall meal"
"steak, meal enjoyed, sauce garlic, fries crispy, offer satisfying, well done, done, depth"
"salty, spices topped, monterey, cheese dish, dish soft, fries add, flavors balance, buttery savory"
